	  0.000	  8.460
          1.120	  8.580
          1.124	  8.372
          1.128	  8.172
          1.132	  8.328
          1.136	  8.544
          1.140	  8.456
          1.144	  8.224
          1.148	  8.284
          1.152	  8.520
          1.156	  8.484
          1.160	  8.232
          1.164	  8.220
          1.168	  8.496
          1.172	  8.552
          1.176	  8.308
          1.180	  8.192
          1.184	  8.428
          1.188	  8.596
          1.192	  8.332
          1.196	  8.192
          1.200	  8.408
          1.204	  8.588
          1.208	  8.380
          1.212	  8.192
          1.216	  8.388
          1.220	  8.580
          1.224	  8.388
          1.228	  8.192
          1.232	  8.324
          1.236	  8.564
          1.240	  8.456
          1.244	  8.224
          1.248	  8.268
          1.252	  8.516
          1.256	  8.496
          1.260	  8.244
          1.264	  8.264
          1.268	  8.492
          1.272	  8.548
          1.276	  8.300
          1.280	  8.204
          1.284	  8.416
          1.288	  8.532
          1.292	  8.336
          1.296	  8.192
          1.300	  8.424
          1.304	  8.572
          1.308	  8.368
          1.312	  8.176
          1.316	  8.340
          1.320	  8.564
          1.324	  8.428
          1.328	  8.188
          1.332	  8.328
          1.336	  8.568
          1.340	  8.428
          1.344	  8.164
          1.348	  8.268
          1.352	  8.508
          1.356	  8.496
          1.360	  8.248
          1.364	  8.228
          1.368	  8.480
          1.372	  8.532
          1.376	  8.260
          1.380	  8.188
          1.384	  8.412
          1.388	  8.536
          1.392	  8.316
          1.396	  8.208
          1.400	  8.416
          1.404	  8.576
          1.408	  8.344
          1.412	  8.164
          1.416	  8.324
          1.420	  8.568
          1.424	  8.404
          1.428	  8.192
          1.432	  8.336
          1.436	  8.548
          1.440	  8.436
          1.444	  8.240
          1.448	  8.324
          1.452	  8.568
          1.456	  8.564
          1.460	  8.336
          1.464	  8.352
          1.468	  8.600
          1.472	  8.656
          1.476	  8.412
          1.480	  8.340
          1.484	  8.588
          1.488	  8.716
          1.492	  8.484
          1.496	  8.312
          1.500	  8.568
          1.504	  8.724
          1.508	  8.508
          1.512	  8.288
          1.516	  8.496
          1.520	  8.692
          1.524	  8.516
          1.528	  8.280
          1.532	  8.416
          1.536	  8.624
          1.540	  8.496
          1.544	  8.228
          1.548	  8.264
          1.552	  8.480
          1.556	  8.488
          1.560	  8.244
          1.564	  8.188
          1.568	  8.452
          1.572	  8.524
          1.576	  8.288
          1.580	  8.188
          1.584	  8.392
          1.588	  8.520
          1.592	  8.280
          1.596	  8.140
          1.600	  8.384
          1.604	  8.576
          1.608	  8.344
          1.612	  8.136
          1.616	  8.328
          1.620	  8.516
          1.624	  8.252
          1.628	  7.992
          1.632	  8.188
          1.636	  8.568
          1.640	  8.812
          1.644	  9.124
          1.648	  9.684
          1.652	 10.356
          1.656	 10.232
          1.660	  9.324
          1.664	  8.852
          1.668	  8.952
          1.672	  8.928
          1.676	  8.612
          1.680	  8.444
          1.684	  8.588
          1.688	  8.652
          1.692	  8.388
          1.696	  8.240
          1.700	  8.472
          1.704	  8.652
          1.708	  8.396
          1.712	  8.196
          1.716	  8.400
          1.720	  8.592
          1.724	  8.448
          1.728	  8.220
          1.732	  8.336
          1.736	  8.556
          1.740	  8.480
          1.744	  8.220
          1.748	  8.284
          1.752	  8.556
          1.756	  8.516
          1.760	  8.260
          1.764	  8.232
          1.768	  8.492
          1.772	  8.572
          1.776	  8.316
          1.780	  8.200
          1.784	  8.472
          1.788	  8.600
          1.792	  8.360
          1.796	  8.212
          1.800	  8.440
          1.804	  8.612
          1.808	  8.388
          1.812	  8.204
          1.816	  8.412
          1.820	  8.620
          1.824	  8.464
          1.828	  8.200
          1.832	  8.372
          1.836	  8.588
          1.840	  8.528
          1.844	  8.292
          1.848	  8.352
          1.852	  8.580
          1.856	  8.580
          1.860	  8.324
          1.864	  8.304
          1.868	  8.564
          1.872	  8.652
          1.876	  8.416
          1.880	  8.316
          1.884	  8.584
          1.888	  8.720
          1.892	  8.496
          1.896	  8.372
          1.900	  8.612
          1.904	  8.780
          1.908	  8.600
          1.912	  8.448
          1.916	  8.628
          1.920	  8.888
          1.924	  8.748
          1.928	  8.528
          1.932	  8.640
          1.936	  8.912
          1.940	  8.836
          1.944	  8.580
          1.948	  8.640
          1.952	  8.924
          1.956	  8.924
          1.960	  8.656
          1.964	  8.596
          1.968	  8.844
          1.972	  8.860
          1.976	  8.620
          1.980	  8.500
          1.984	  8.704
          1.988	  8.804
          1.992	  8.552
          1.996	  8.344
          2.000	  8.548
          2.004	  8.716
          2.008	  8.480
          2.012	  8.260
          2.016	  8.444
          2.020	  8.636
          2.024	  8.508
          2.028	  8.256
          2.032	  8.360
          2.036	  8.616
          2.040	  8.516
          2.044	  8.268
          2.048	  8.324
          2.052	  8.564
          2.056	  8.576
          2.060	  8.336
          2.064	  8.264
          2.068	  8.520
          2.072	  8.580
          2.076	  8.348
          2.080	  8.244
          2.084	  8.484
          2.088	  8.616
          2.092	  8.396
          2.096	  8.224
          2.100	  8.436
          2.104	  8.628
          2.108	  8.448
          2.112	  8.248
          2.116	  8.416
          2.120	  8.616
          2.124	  8.500
          2.128	  8.252
          2.132	  8.380
          2.136	  8.604
          2.140	  8.524
          2.144	  8.296
          2.148	  8.340
          2.152	  8.600
          2.156	  8.584
          2.160	  8.332
          2.164	  8.300
          2.168	  8.548
          2.172	  8.636
          2.176	  8.392
          2.180	  8.268
          2.184	  8.528
          2.188	  8.656
          2.192	  8.404
          2.196	  8.260
          2.200	  8.488
          2.204	  8.684
          2.208	  8.456
          2.212	  8.248
          2.216	  8.432
          2.220	  8.640
          2.224	  8.488
          2.228	  8.272
          2.232	  8.408
          2.236	  8.628
          2.240	  8.540
          2.244	  8.300
          2.248	  8.348
          2.252	  8.572
          2.256	  8.608
          2.260	  8.324
          2.264	  8.308
          2.268	  8.544
          2.272	  8.612
          2.276	  8.348
          2.280	  8.276
          2.284	  8.492
          2.288	  8.656
          2.292	  8.412
          2.296	  8.240
          2.300	  8.456
          2.304	  8.632
          2.308	  8.440
          2.312	  8.240
          2.316	  8.428
          2.320	  8.624
          2.324	  8.492
          2.328	  8.276
          2.332	  8.388
          2.336	  8.624
          2.340	  8.540
          2.344	  8.272
          2.348	  8.328
          2.352	  8.556
          2.356	  8.576
          2.360	  8.336
          2.364	  8.312
          2.368	  8.548
          2.372	  8.620
          2.376	  8.336
          2.380	  8.232
          2.384	  8.476
          2.388	  8.628
          2.392	  8.392
          2.396	  8.240
          2.400	  8.476
          2.404	  8.636
          2.408	  8.428
          2.412	  8.244
          2.416	  8.416
          2.420	  8.648
          2.424	  8.492
          2.428	  8.320
          2.432	  8.448
          2.436	  8.692
          2.440	  8.624
          2.444	  8.376
          2.448	  8.408
          2.452	  8.680
          2.456	  8.676
          2.460	  8.464
          2.464	  8.436
          2.468	  8.692
          2.472	  8.780
          2.476	  8.544
          2.480	  8.416
          2.484	  8.648
          2.488	  8.764
          2.492	  8.520
          2.496	  8.348
          2.500	  8.600
          2.504	  8.748
          2.508	  8.548
          2.512	  8.336
          2.516	  8.480
          2.520	  8.660
          2.524	  8.464
          2.528	  8.236
          2.532	  8.332
          2.536	  8.556
          2.540	  8.488
          2.544	  8.260
          2.548	  8.300
          2.552	  8.524
          2.556	  8.520
          2.560	  8.272
          2.564	  8.252
          2.568	  8.488
          2.572	  8.552
          2.576	  8.332
          2.580	  8.220
          2.584	  8.444
          2.588	  8.596
          2.592	  8.368
          2.596	  8.188
          2.600	  8.400
          2.604	  8.500
          2.608	  8.240
          2.612	  8.124
          2.616	  8.428
          2.620	  8.924
          2.624	  9.264
          2.628	  9.584
          2.632	 10.188
          2.636	 10.284
          2.640	  9.564
          2.644	  8.844
          2.648	  8.784
          2.652	  8.936
          2.656	  8.880
          2.660	  8.540
          2.664	  8.416
          2.668	  8.596
          2.672	  8.676
          2.676	  8.432
          2.680	  8.328
          2.684	  8.532
          2.688	  8.660
          2.692	  8.444
          2.696	  8.264
          2.700	  8.444
          2.704	  8.640
          2.708	  8.440
          2.712	  8.236
          2.716	  8.396
          2.720	  8.656
          2.724	  8.468
          2.728	  8.232
          2.732	  8.360
          2.736	  8.592
          2.740	  8.548
          2.744	  8.272
          2.748	  8.324
          2.752	  8.572
          2.756	  8.588
          2.760	  8.312
          2.764	  8.256
          2.768	  8.532
          2.772	  8.620
          2.776	  8.348
          2.780	  8.272
          2.784	  8.492
          2.788	  8.676
          2.792	  8.428
          2.796	  8.260
          2.800	  8.464
          2.804	  8.672
          2.808	  8.464
          2.812	  8.276
          2.816	  8.448
          2.820	  8.668
          2.824	  8.524
          2.828	  8.328
          2.832	  8.416
          2.836	  8.656
          2.840	  8.608
          2.844	  8.384
          2.848	  8.416
          2.852	  8.672
          2.856	  8.680
          2.860	  8.460
          2.864	  8.376
          2.868	  8.660
          2.872	  8.752
          2.876	  8.528
          2.880	  8.456
          2.884	  8.700
          2.888	  8.844
          2.892	  8.604
          2.896	  8.472
          2.900	  8.688
          2.904	  8.928
          2.908	  8.716
          2.912	  8.548
          2.916	  8.736
          2.920	  8.956
          2.924	  8.844
          2.928	  8.656
          2.932	  8.716
          2.936	  8.968
          2.940	  8.912
          2.944	  8.668
          2.948	  8.672
          2.952	  8.900
          2.956	  8.872
          2.960	  8.616
          2.964	  8.532
          2.968	  8.744
          2.972	  8.792
          2.976	  8.516
          2.980	  8.396
          2.984	  8.596
          2.988	  8.740
          2.992	  8.484
          2.996	  8.300
          3.000	  8.508
          3.004	  8.704
          3.008	  8.476
          3.012	  8.264
          3.016	  8.440
          3.020	  8.668
          3.024	  8.536
          3.028	  8.280
          3.032	  8.400
          3.036	  8.628
          3.040	  8.564
          3.044	  8.296
          3.048	  8.360
          3.052	  8.596
          3.056	  8.600
          3.060	  8.356
          3.064	  8.276
          3.068	  8.548
          3.072	  8.656
          3.076	  8.380
          3.080	  8.264
          3.084	  8.520
          3.088	  8.684
          3.092	  8.456
          3.096	  8.296
          3.100	  8.488
          3.104	  8.676
          3.108	  8.468
          3.112	  8.280
          3.116	  8.464
          3.120	  8.680
          3.124	  8.532
          3.128	  8.308
          3.132	  8.404
          3.136	  8.656
          3.140	  8.604
          3.144	  8.360
          3.148	  8.388
          3.152	  8.612
          3.156	  8.628
          3.160	  8.400
          3.164	  8.356
          3.168	  8.584
          3.172	  8.688
          3.176	  8.424
          3.180	  8.320
          3.184	  8.552
          3.188	  8.704
          3.192	  8.460
          3.196	  8.328
          3.200	  8.516
          3.204	  8.700
          3.208	  8.516
          3.212	  8.288
          3.216	  8.444
          3.220	  8.676
          3.224	  8.532
          3.228	  8.328
          3.232	  8.428
          3.236	  8.656
          3.240	  8.604
          3.244	  8.332
          3.248	  8.356
          3.252	  8.580
          3.256	  8.620
          3.260	  8.364
          3.264	  8.312
          3.268	  8.564
          3.272	  8.656
          3.276	  8.432
          3.280	  8.308
          3.284	  8.532
          3.288	  8.672
          3.292	  8.436
          3.296	  8.248
          3.300	  8.484
          3.304	  8.696
          3.308	  8.492
          3.312	  8.280
          3.316	  8.436
          3.320	  8.672
          3.324	  8.540
          3.328	  8.288
          3.332	  8.400
          3.336	  8.644
          3.340	  8.592
          3.344	  8.308
          3.348	  8.320
          3.352	  8.572
          3.356	  8.616
          3.360	  8.372
          3.364	  8.320
          3.368	  8.580
          3.372	  8.668
          3.376	  8.396
          3.380	  8.284
          3.384	  8.532
          3.388	  8.684
          3.392	  8.432
          3.396	  8.272
          3.400	  8.512
          3.404	  8.700
          3.408	  8.504
          3.412	  8.324
          3.416	  8.500
          3.420	  8.736
          3.424	  8.620
          3.428	  8.396
          3.432	  8.504
          3.436	  8.736
          3.440	  8.696
          3.444	  8.464
          3.448	  8.492
          3.452	  8.756
          3.456	  8.788
          3.460	  8.556
          3.464	  8.468
          3.468	  8.708
          3.472	  8.812
          3.476	  8.524
          3.480	  8.352
          3.484	  8.628
          3.488	  8.812
          3.492	  8.548
          3.496	  8.332
          3.500	  8.544
          3.504	  8.712
          3.508	  8.512
          3.512	  8.264
          3.516	  8.400
          3.520	  8.636
          3.524	  8.492
          3.528	  8.276
          3.532	  8.344
          3.536	  8.580
          3.540	  8.532
          3.544	  8.284
          3.548	  8.304
          3.552	  8.592
          3.556	  8.608
          3.560	  8.336
          3.564	  8.272
          3.568	  8.488
          3.572	  8.612
          3.576	  8.380
          3.580	  8.268
          3.584	  8.492
          3.588	  8.592
          3.592	  8.244
          3.596	  8.092
          3.600	  8.420
          3.604	  8.840
          3.608	  9.112
          3.612	  9.428
          3.616	 10.112
          3.620	 10.508
          3.624	  9.808
          3.628	  8.960
          3.632	  8.860
          3.636	  9.068
          3.640	  8.916
          3.644	  8.572
          3.648	  8.492
          3.652	  8.708
          3.656	  8.684
          3.660	  8.420
          3.664	  8.328
          3.668	  8.604
          3.672	  8.680
          3.676	  8.448
          3.680	  8.296
          3.684	  8.544
          3.688	  8.692
          3.692	  8.452
          3.696	  8.260
          3.700	  8.488
          3.704	  8.672
          3.708	  8.480
          3.712	  8.268
          3.716	  8.424
          3.720	  8.660
          3.724	  8.524
          3.728	  8.300
          3.732	  8.368
          3.736	  8.616
          3.740	  8.584
          3.744	  8.340
          3.748	  8.344
          3.752	  8.592
          3.756	  8.620
          3.760	  8.392
          3.764	  8.320
          3.768	  8.544
          3.772	  8.652
          3.776	  8.416
          3.780	  8.292
          3.784	  8.536
          3.788	  8.728
          3.792	  8.500
          3.796	  8.312
          3.800	  8.528
          3.804	  8.688
          3.808	  8.516
          3.812	  8.344
          3.816	  8.484
          3.820	  8.744
          3.824	  8.604
          3.828	  8.364
          3.832	  8.456
          3.836	  8.696
          3.840	  8.668
          3.844	  8.440
          3.848	  8.448
          3.852	  8.704
          3.856	  8.776
          3.860	  8.548
          3.864	  8.504
          3.868	  8.744
          3.872	  8.840
          3.876	  8.612
          3.880	  8.528
          3.884	  8.756
          3.888	  8.952
          3.892	  8.748
          3.896	  8.612
          3.900	  8.836
          3.904	  9.040
          3.908	  8.848
          3.912	  8.640
          3.916	  8.804
          3.920	  9.036
          3.924	  8.912
          3.928	  8.672
          3.932	  8.740
          3.936	  8.960
          3.940	  8.916
          3.944	  8.620
          3.948	  8.580
          3.952	  8.844
          3.956	  8.840
          3.960	  8.560
          3.964	  8.448
          3.968	  8.676
          3.972	  8.748
          3.976	  8.480
          3.980	  8.348
          3.984	  8.580
          3.988	  8.752
          3.992	  8.508
          3.996	  8.312
          4.000	  8.544
          4.004	  8.724
          4.008	  8.536
          4.012	  8.304
          4.016	  8.464
          4.020	  8.680
          4.024	  8.556
          4.028	  8.320
          4.032	  8.432
          4.036	  8.688
          4.040	  8.612
          4.044	  8.388
          4.048	  8.376
          4.052	  8.608
          4.056	  8.648
          4.060	  8.424
          4.064	  8.348
          4.068	  8.584
          4.072	  8.700
          4.076	  8.440
          4.080	  8.316
          4.084	  8.540
          4.088	  8.708
          4.092	  8.476
          4.096	  8.332
          4.100	  8.532
          4.104	  8.708
          4.108	  8.520
          4.112	  8.324
          4.116	  8.500
          4.120	  8.728
          4.124	  8.596
          4.128	  8.364
          4.132	  8.444
          4.136	  8.676
          4.140	  8.648
          4.144	  8.400
          4.148	  8.404
          4.152	  8.640
          4.156	  8.704
          4.160	  8.452
          4.164	  8.392
          4.168	  8.620
          4.172	  8.712
          4.176	  8.476
          4.180	  8.344
          4.184	  8.580
          4.188	  8.712
          4.192	  8.504
          4.196	  8.308
          4.200	  8.532
          4.204	  8.752
          4.208	  8.556
          4.212	  8.320
          4.216	  8.464
          4.220	  8.720
          4.224	  8.600
          4.228	  8.344
          4.232	  8.416
          4.236	  8.692
          4.240	  8.664
          4.244	  8.388
          4.248	  8.376
          4.252	  8.612
          4.256	  8.660
          4.260	  8.408
          4.264	  8.348
          4.268	  8.592
          4.272	  8.716
          4.276	  8.448
          4.280	  8.316
          4.284	  8.540
          4.288	  8.712
          4.292	  8.472
          4.296	  8.296
          4.300	  8.508
          4.304	  8.716
          4.308	  8.520
          4.312	  8.324
          4.316	  8.468
          4.320	  8.696
          4.324	  8.556
          4.328	  8.316
          4.332	  8.400
          4.336	  8.656
          4.340	  8.644
          4.344	  8.372
          4.348	  8.360
          4.352	  8.600
          4.356	  8.644
          4.360	  8.400
          4.364	  8.336
          4.368	  8.564
          4.372	  8.684
          4.376	  8.444
          4.380	  8.324
          4.384	  8.532
          4.388	  8.692
          4.392	  8.488
          4.396	  8.328
          4.400	  8.512
          4.404	  8.712
          4.408	  8.524
          4.412	  8.332
          4.416	  8.516
          4.420	  8.692
          4.424	  8.660
          4.428	  8.436
          4.432	  8.528
          4.436	  8.764
          4.440	  8.736
          4.444	  8.516
          4.448	  8.484
          4.452	  8.756
          4.456	  8.820
          4.460	  8.548
          4.464	  8.472
          4.468	  8.712
          4.472	  8.828
          4.476	  8.564
          4.480	  8.420
          4.484	  8.676
          4.488	  8.856
          4.492	  8.608
          4.496	  8.324
          4.500	  8.524
          4.504	  8.736
          4.508	  8.496
          4.512	  8.296
          4.516	  8.416
          4.520	  8.628
          4.524	  8.512
          4.528	  8.300
          4.532	  8.368
          4.536	  8.616
          4.540	  8.560
          4.544	  8.336
          4.548	  8.324
          4.552	  8.576
          4.556	  8.608
          4.560	  8.340
          4.564	  8.296
          4.568	  8.536
          4.572	  8.632
          4.576	  8.376
          4.580	  8.292
          4.584	  8.504
          4.588	  8.608
          4.592	  8.276
          4.596	  8.080
          4.600	  8.416
          4.604	  8.812
          4.608	  9.032
          4.612	  9.360
          4.616	 10.028
          4.620	 10.556
          4.624	  9.936
          4.628	  9.048
          4.632	  8.868
          4.636	  9.072
          4.640	  8.956
          4.644	  8.616
          4.648	  8.532
          4.652	  8.692
          4.656	  8.724
          4.660	  8.460
          4.664	  8.364
          4.668	  8.584
          4.672	  8.692
          4.676	  8.456
          4.680	  8.284
          4.684	  8.532
          4.688	  8.704
          4.692	  8.472
          4.696	  8.284
          4.700	  8.484
          4.704	  8.660
          4.708	  8.492
          4.712	  8.252
          4.716	  8.444
          4.720	  8.692
          4.724	  8.548
          4.728	  8.316
          4.732	  8.376
          4.736	  8.608
          4.740	  8.588
          4.744	  8.328
          4.748	  8.336
          4.752	  8.600
          4.756	  8.668
          4.760	  8.416
          4.764	  8.316
          4.768	  8.564
          4.772	  8.668
          4.776	  8.440
          4.780	  8.296
          4.784	  8.516
          4.788	  8.684
          4.792	  8.456
          4.796	  8.300
          4.800	  8.532
          4.804	  8.704
          4.808	  8.536
          4.812	  8.316
          4.816	  8.460
          4.820	  8.720
          4.824	  8.596
          4.828	  8.380
          4.832	  8.464
          4.836	  8.688
          4.840	  8.648
          4.844	  8.416
          4.848	  8.428
          4.852	  8.720
          4.856	  8.760
          4.860	  8.540
          4.864	  8.452
          4.868	  8.716
          4.872	  8.876
          4.876	  8.636
          4.880	  8.496
          4.884	  8.760
          4.888	  8.960
          4.892	  8.760
          4.896	  8.600
          4.900	  8.796
          4.904	  8.996
          4.908	  8.832
          4.912	  8.632
          4.916	  8.796
          4.920	  9.020
          4.924	  8.936
          4.928	  8.700
          4.932	  8.716
          4.936	  8.936
          4.940	  8.864
          4.944	  8.612
          4.948	  8.564
          4.952	  8.772
          4.956	  8.816
          4.960	  8.532
          4.964	  8.424
          4.968	  8.656
          4.972	  8.760
          4.976	  8.464
          4.980	  8.312
          4.984	  8.520
          4.988	  8.688
          4.992	  8.460
          4.996	  8.272
          5.000	  8.444
          5.004	  8.660
          5.008	  8.504
          5.012	  8.276
          5.016	  8.420
          5.020	  8.640
          5.024	  8.524
          5.028	  8.292
          5.032	  8.368
          5.036	  8.616
          5.040	  8.576
          5.044	  8.324
          5.048	  8.324
          5.052	  8.556
          5.056	  8.616
          5.060	  8.344
          5.064	  8.280
          5.068	  8.528
          5.072	  8.628
          5.076	  8.396
          5.080	  8.252
          5.084	  8.488
          5.088	  8.656
          5.092	  8.436
          5.096	  8.256
          5.100	  8.448
          5.104	  8.648
          5.108	  8.488
          5.112	  8.232
          5.116	  8.396
          5.120	  8.632
          5.124	  8.524
          5.128	  8.276
          5.132	  8.368
          5.136	  8.620
          5.140	  8.572
          5.144	  8.304
          5.148	  8.324
          5.152	  8.572
          5.156	  8.616
          5.160	  8.368
          5.164	  8.292
          5.168	  8.516
          5.172	  8.660
          5.176	  8.392
          5.180	  8.248
          5.184	  8.480
          5.188	  8.676
          5.192	  8.424
          5.196	  8.244
          5.200	  8.448
          5.204	  8.636
          5.208	  8.480
          5.212	  8.260
          5.216	  8.376
          5.220	  8.600
          5.224	  8.500
          5.228	  8.276
          5.232	  8.336
          5.236	  8.592
          5.240	  8.560
          5.244	  8.288
          5.248	  8.260
          5.252	  8.548
          5.256	  8.576
          5.260	  8.324
          5.264	  8.244
          5.268	  8.468
          5.272	  8.628
          5.276	  8.372
          5.280	  8.220
          5.284	  8.436
          5.288	  8.596
          5.292	  8.396
          5.296	  8.224
          5.300	  8.400
          5.304	  8.604
          5.308	  8.444
          5.312	  8.228
          5.316	  8.356
          5.320	  8.600
          5.324	  8.488
          5.328	  8.252
          5.332	  8.336
          5.336	  8.544
          5.340	  8.524
          5.344	  8.304
          5.348	  8.264
          5.352	  8.512
          5.356	  8.564
          5.360	  8.320
          5.364	  8.240
          5.368	  8.476
          5.372	  8.604
          5.376	  8.344
          5.380	  8.228
          5.384	  8.456
          5.388	  8.628
          5.392	  8.452
          5.396	  8.260
          5.400	  8.440
          5.404	  8.676
          5.408	  8.544
          5.412	  8.296
          5.416	  8.456
          5.420	  8.668
          5.424	  8.600
          5.428	  8.404
          5.432	  8.456
          5.436	  8.676
          5.440	  8.664
          5.444	  8.420
          5.448	  8.400
          5.452	  8.644
          5.456	  8.720
          5.460	  8.428
          5.464	  8.364
          5.468	  8.548
          5.472	  8.652
          5.476	  8.404
          5.480	  8.176
          5.484	  8.392
          5.488	  8.548
          5.492	  8.340
          5.496	  8.144
          5.500	  8.348
          5.504	  8.532
          5.508	  8.372
          5.512	  8.140
          5.516	  8.268
          5.520	  8.520
          5.524	  8.416
          5.528	  8.156
          5.532	  8.208
          5.536	  8.444
          5.540	  8.444
          5.544	  8.220
          5.548	  8.192
          5.552	  8.444
          5.556	  8.484
          5.560	  8.180
          5.564	  8.016
          5.568	  8.220
          5.572	  8.384
          5.576	  8.336
          5.580	  8.600
          5.584	  9.396
          5.588	 10.172
